state_fips,m_ind_name,replacement_rate_1,replacement_rate_2,replacement_rate_3,n
9,Educational & health services,0.49999999400000006,1.42349016530848,0.96174507965423806,203
9,Financial activities,0.499999994,1.10950350706359,0.8047517505317971,52
9,Information,0.49999999400000006,1.3836941732303427,0.9418470836151712,17
9,Leisure & hospitality,0.499999994,1.82500763109477,1.16250381254739,46
9,Manufacturing,0.499999994,1.19261762248136,0.846308808240679,82
9,Other services,0.499999994,1.62871020337703,1.06435509868851,20
9,Professional services,0.499999994,1.2255994143138,0.862799704156902,87
9,Public administration,0.49999999399999995,1.50777696665806,1.00388848032903,25
9,Transportation & utilities,0.499999994,1.30197830066262,0.900989147331312,25
9,Wholesale & retail trade,0.499999994,1.67212213450691,1.08606106425346,70
10,Agriculture & forestry,0.56521738,1.5810565684393247,1.0731369742196624,6
10,Construction,0.452398019143019,1.13099504785755,0.791696533500283,47
10,Educational & health services,0.56521738,1.58105656843932,1.07313697421966,193
10,Financial activities,0.461745085654238,1.1543627141356,0.808053899894917,81
10,Information,0.56521738,2.469677800771137,1.5174475903855686,10
10,Leisure & hospitality,0.56521738,1.7883013527028702,1.17472089306359,59
10,Manufacturing,0.376236736459009,1.01583918843932,0.711087431907527,62
10,Other services,0.56521738,2.08897616265899,1.32709677132949,30
10,Professional services,0.451484083750811,1.26979898554916,0.888859289884409,78
10,Public administration,0.54347825,1.43593668437656,1.00057703218828,47
10,Transportation & utilities,0.56521738,1.43593668437656,1.00057703218828,43
10,Wholesale & retail trade,0.56521738,1.6939275893770303,1.12957248468851,99
12,Agriculture & forestry,0.297186996617887,0.945594989238733,0.62139099292831,17
12,Construction,0.382679146329883,1.21761546559508,0.800147305962482,199
12,Educational & health services,0.436493401282522,1.38884264044439,0.9126680208634561,652
12,Financial activities,0.387994134473353,1.23452679150612,0.811260462989738,226
12,Information,0.436493401282522,1.38884264044439,0.912668020863456,47
12,Leisure & hospitality,0.499999994,1.71900702012719,1.10950350706359,275
12,Manufacturing,0.399079681172592,1.26979898554916,0.834439333360874,141
12,Mining,0.19953984058629587,0.6348994927745778,0.4172196666804368,3
12,Other services,0.499999994,1.71900702012719,1.10950350706359,122
12,Professional services,0.399079681172592,1.26979898554916,0.834439333360874,356
12,Public administration,0.298457026517964,0.949635993466249,0.624046509992106,159
12,Transportation & utilities,0.382679146329883,1.21761546559508,0.800147305962482,157
12,Wholesale & retail trade,0.465592961368024,1.48143214980735,0.973512555587686,393
13,Agriculture & forestry,0.529687576829076,1.48528002552113,1.02353493986689,25
13,Construction,0.487870136553097,1.28984844321572,0.888859289884409,73
13,Educational & health services,0.579345787156802,1.53169502631867,1.05552040673774,332
13,Financial activities,0.463476629725442,1.22535602105494,0.8444163253901891,91
13,Information,0.47619048,1.63380802807325,1.06225155025346,30
13,Leisure & hospitality,0.619047624,1.94405526109477,1.28155144254739,116
13,Manufacturing,0.543269309568283,1.4363147499545,0.989792029761393,169
13,Mining,0.31963905498306333,0.8450731179689209,0.582356086475992,2
13,Other services,0.619047624,1.83805465012719,1.22855113706359,75
13,Professional services,0.411979226422615,1.08920535204883,0.750592289235723,171
13,Public administration,0.475360645872248,1.25677540621019,0.866068026041219,64
13,Transportation & utilities,0.463476629725442,1.22535602105494,0.844416325390189,117
13,Wholesale & retail trade,0.619047624,1.7911697645069098,1.20510869425346,177
15,Agriculture & forestry,0.619047624,1.83805465012719,1.22855113706359,12
15,Construction,0.619047624,1.21368519772058,0.91636641086029,89
15,Educational & health services,0.619047624,1.4692654677389672,1.0441565458694848,220
15,Financial activities,0.619047624,1.29627374962622,0.957660686813108,63
15,Information,0.484017495668149,0.932181843509027,0.708099669588588,18
15,Leisure & hospitality,0.619047624,1.83805465012719,1.22855113706359,153
15,Manufacturing,0.619047624,1.44270102003188,1.03087432201594,23
15,Mining,0.47018842436334446,0.9055480765516264,0.6878682504574853,3
15,Other services,0.619047624,1.5425377953084798,1.08079270965424,42
15,Professional services,0.619047624,1.29627374962622,0.957660686813108,100
15,Public administration,0.619047624,1.23595401374048,0.92750081887024,127
15,Transportation & utilities,0.619047624,1.38088892326453,0.999968273632265,57
15,Wholesale & retail trade,0.619047624,1.57139686316187,1.09522224358093,135
16,Agriculture & forestry,0.499999994,1.4720683103226972,0.986034152161347,44
16,Construction,0.499999994,1.17722611962622,0.838613056813108,84
16,Educational & health services,0.49999999399999995,1.5883991244707,1.04419955923535,237
16,Financial activities,0.499999994,1.17140725668296,0.835703625341482,74
16,Information,0.499999994,1.2618793853294932,0.8809396896647466,14
16,Leisure & hospitality,0.499999994,1.76979897954916,1.13489948677458,79
16,Manufacturing,0.49466951784871493,1.1571733363961,0.825921427122407,121
16,Mining,0.2275479782104087,0.5322997347422062,0.37992385647630744,5
16,Other services,0.499999994,1.96515266963364,1.23257633181682,39
16,Professional services,0.499999994,1.39632868968176,0.94816434184087806,106
16,Public administration,0.49999999399999995,1.21792480506048,0.858962399530242,57
16,Transportation & utilities,0.499999994,1.41572041627103,0.957860205135513,43
16,Wholesale & retail trade,0.499999994,1.55086811997171,1.02543405698586,139
17,Agriculture & forestry,0.469999998,1.1345987473878474,0.8022993726939238,11
17,Construction,0.469999998,1.07950351106359,0.774751754531798,92
17,Educational & health services,0.4699999979999999,1.48583918643932,0.977919592219662,479
17,Financial activities,0.469999998,1.1955994183138,0.832799708156902,159
17,Information,0.469999998,1.16261762648136,0.816308812240679,33
17,Leisure & hospitality,0.469999998,1.93515267363364,1.20257633581682,135
17,Manufacturing,0.46999999800000003,1.23187938932949,0.8509396936647471,251
17,Mining,0.2508500853084863,0.5618212654429734,0.40633567537572984,2
17,Other services,0.469999998,1.5583991284707,1.01419956323535,73
17,Professional services,0.4699999979999999,1.15599157150995,0.812995784754977,225
17,Public administration,0.469999998,1.23187938932949,0.850939693664747,88
17,Transportation & utilities,0.46999999800000003,1.23187938932949,0.8509396936647469,129
17,Wholesale & retail trade,0.46999999800000003,1.48583918643932,0.977919592219662,221
18,Agriculture & forestry,0.470000024,1.34071932837656,0.9053596761882821,11
18,Construction,0.38865386600000007,1.27197833066262,0.870989177331312,52
18,Educational & health services,0.470000024,1.48583921243932,0.977919618219662,265
18,Financial activities,0.430627482055801,1.11742310728326,0.7788100444701491,73
18,Information,0.40426253417483293,1.0262048944438076,0.7152337143093204,23
18,Leisure & hospitality,0.47000002400000007,1.68900705012719,1.07950353706359,72
18,Manufacturing,0.470000024,1.23378888748821,0.851894455744107,237
18,Mining,0.2641181889942244,0.6704538643699542,0.4672860266820893,1
18,Other services,0.470000024,1.42234926316187,0.9461746435809331,47
18,Professional services,0.40673079,1.40342482711726,0.905359676188282,87
18,Public administration,0.43384617599999997,1.23187941532949,0.850939719664746,43
18,Transportation & utilities,0.43384617599999997,1.11742310728326,0.7788100444701489,60
18,Wholesale & retail trade,0.47000002400000007,1.48583921243932,0.9779196182196619,147
19,Agriculture & forestry,0.565217393,1.50291510540553,1.03406624920277,31
19,Construction,0.555248465499222,1.24786609398058,0.901557279739901,62
19,Educational & health services,0.565217393,1.50291510540553,1.03406624920277,226
19,Financial activities,0.565217393,1.34663215333794,0.955924773168971,76
19,Information,0.565217393,1.46154608868176,1.01338174084088,21
19,Leisure & hospitality,0.565217393,1.6536165234707,1.10941695823535,50
19,Manufacturing,0.565217393,1.3363503801756003,0.9507838865878,130
19,Mining,0.30538665602457193,0.6863263516893185,0.49585650385694524,1
19,Other services,0.565217393,1.51756663216187,1.04139201258093,34
19,Professional services,0.565217393,1.51756663216187,1.04139201258093,65
19,Public administration,0.54290961071035,1.22013573633657,0.881522673523458,28
19,Transportation & utilities,0.565217393,1.27394240819023,0.919579900595113,48
19,Wholesale & retail trade,0.565217393,1.73733953350691,1.15127846325346,115
20,Agriculture & forestry,0.5525,1.5683391884393247,1.0604195942196624,9
20,Construction,0.5525,1.39288945923137,0.972694729615686,56
20,Educational & health services,0.5525,1.48486988449414,1.01868494224707,212
20,Financial activities,0.5525,1.29579696715073,0.92414848357536294,76
20,Information,0.5525,1.3440630039786945,0.9482815019893474,12
20,Leisure & hospitality,0.5525,2.0611720620386,1.3068360310193,42
20,Manufacturing,0.5525,1.29579696715073,0.9241484835753628,130
20,Mining,0.5525,1.5683391884393247,1.0604195942196624,3
20,Other services,0.5525,1.45949927539225,1.00599963769613,25
20,Professional services,0.5525,1.2780994203138,0.915299710156902,89
20,Public administration,0.497387482232499,1.10892946858393,0.803158475408215,48
20,Transportation & utilities,0.5525,1.3318160814622408,0.9421580407311224,47
20,Wholesale & retail trade,0.5525,1.52642782759195,1.03946391379598,107
21,Agriculture & forestry,0.548458,1.62681036926636,1.08763418463318,9
21,Construction,0.566525701245008,1.46536130316506,1.02098515333131,59
21,Educational & health services,0.572304,1.63583518843932,1.12791559421966,146
21,Financial activities,0.619996,1.4219743066626198,1.02098515333131,49
21,Information,0.619996,1.4219743066626203,1.02098515333131,8
21,Leisure & hospitality,0.619996,2.14375478265899,1.35530086457316,44
21,Manufacturing,0.554673699126912,1.26641285492102,0.888318949890558,107
21,Mining,0.41427191903541216,0.8904465386163454,0.6523592288258786,6
21,Other services,0.530268056365327,1.13977156942892,0.835019812897125,24
21,Professional services,0.602577336778781,1.6357674703413,1.06298107025346,65
21,Public administration,0.619996,1.49071530437656,1.05535565218828,32
21,Transportation & utilities,0.548458,1.29731381199053,0.9228859059952639,35
21,Wholesale & retail trade,0.619996,1.83900302612719,1.22949951306359,81
22,Agriculture & forestry,0.16727485302967543,0.5736105284054053,0.3704426907175403,7
22,Construction,0.348489277145157,1.19502193417793,0.771755605661542,98
22,Educational & health services,0.386018891606943,1.43402632101351,0.926106726793851,372
22,Financial activities,0.278791421716126,0.956017547342342,0.617404484529234,78
22,Information,0.418187132574189,1.43402632101351,0.926106726793851,16
22,Leisure & hospitality,0.464652369526876,1.72083158521622,1.11132807215262,131
22,Manufacturing,0.246087043399426,0.843869335057952,0.544978189228689,122
22,Mining,0.250912279544513,0.860415792608108,0.555664036076311,51
22,Other services,0.482505056621886,1.65458211724185,1.06854358693187,67
22,Professional services,0.344659724649057,1.22916541801158,0.793805765823301,108
22,Public administration,0.358446113635019,1.22916541801158,0.793805765823301,96
22,Transportation & utilities,0.256032938310728,0.877975298579702,0.567004118445215,86
22,Wholesale & retail trade,0.402103012090566,1.43402632101351,0.926106726793851,169
23,Agriculture & forestry,0.418563369310648,0.9829184739991612,0.7007409216549044,8
23,Construction,0.452048438855499,1.06155195191909,0.756800195387297,22
23,Educational & health services,0.590909098,1.6793082284707,1.13510866323535,152
23,Financial activities,0.44318474397598,1.04073720776382,0.741960975869899,27
23,Information,0.4305223227195233,1.0110018589705658,0.7207620908450446,6
23,Leisure & hospitality,0.590909098,2.08536482714631,1.33813696257316,38
23,Manufacturing,0.579549280583974,1.36096404092192,0.970256660752945,43
23,Other services,0.565060548569374,1.32693993989887,0.946000244234121,24
23,Professional services,0.590909098,1.50662952027103,1.04876930913551,46
23,Public administration,0.438984267067569,1.03087316648452,0.734928716776042,27
23,Transportation & utilities,0.45204843885549906,1.061551951919094,0.7568001953872969,22
23,Wholesale & retail trade,0.590909098,1.86060227578434,1.22575568689217,86
24,Agriculture & forestry,0.541666671,1.592534796971715,1.0671007339858576,5
24,Construction,0.474794403292293,1.13729822183968,0.806046312565986,59
24,Educational & health services,0.541666671,1.41241085378179,0.977038762390893,232
24,Financial activities,0.525013042102055,1.25758937991888,0.891301211010465,50
24,Information,0.336008346945315,0.80485720314808,0.570432775046698,12
24,Leisure & hospitality,0.541666671,1.76067369712719,1.15117018406359,62
24,Manufacturing,0.541666671,1.49401591016187,1.01784129058093,46
24,Other services,0.541666671,1.46515684230848,1.00341175665424,52
24,Professional services,0.397100773662645,0.951194876447731,0.674147825055188,158
24,Public administration,0.299185514403363,0.7166536740359619,0.507919594219662,121
24,Transportation & utilities,0.48534539003212196,1.16257151565834,0.82395845284523,35
24,Wholesale & retail trade,0.541666671,1.71378881150691,1.12772774125346,99
25,Agriculture & forestry,0.49999999400000006,1.1507618059406306,0.8253808999703152,3
25,Construction,0.499999994,1.2255994143138,0.862799704156902,77
25,Educational & health services,0.49999999399999995,1.33404514173748,0.91669185099491,481
25,Financial activities,0.499999994,1.02094316755863,0.753959791109831,125
25,Information,0.499999994,1.05409409678509,0.777047045392543,33
25,Leisure & hospitality,0.49999999399999995,1.6853893772191,1.09269468560955,94
25,Manufacturing,0.49999999400000006,1.13489948677458,0.8174497403872889,120
25,Other services,0.49999999399999995,1.55673752050691,1.00791958821966,59
25,Professional services,0.49999999400000006,1.03465219844175,0.766391389569753,217
25,Public administration,0.499999994,1.06435509868851,0.782177546344257,69
25,Transportation & utilities,0.499999994,1.26187938532949,0.880939689664747,55
25,Wholesale & retail trade,0.49999999399999995,1.51583918243932,1.00791958821966,178
26,Agriculture & forestry,0.483860245019784,1.2858385516824082,0.8848493983510959,7
26,Construction,0.38107128105185,1.01268113914884,0.696876210100345,61
26,Educational & health services,0.525333980307193,1.39605328468376,0.960693632495475,367
26,Financial activities,0.44845583684760393,1.19175280399833,0.820104320422967,87
26,Information,0.424308214863503,1.12758149916765,0.775944857015576,19
26,Leisure & hospitality,0.533,1.66171020937703,1.09735510468851,100
26,Manufacturing,0.39120615554791,1.03961414816876,0.715410151858333,280
26,Mining,0.4484558368476042,1.1917528039983294,0.8201043204229669,3
26,Other services,0.533,1.54883918843932,1.04091959421966,57
26,Professional services,0.49693754893923703,1.32059094497112,0.90876424695518,153
26,Public administration,0.367733786215035,0.97723729927863,0.672485542746833,39
26,Transportation & utilities,0.399710637190256,1.06221445573764,0.730962546463949,74
26,Wholesale & retail trade,0.533,1.48534923916187,1.00917461958093,156
27,Agriculture & forestry,0.499999994,1.1843761447031216,0.83806733046244275,11
27,Construction,0.480830549194614,1.07374760371437,0.777047071392543,50
27,Educational & health services,0.49999999400000006,1.48307017636064,0.991535085180318,274
27,Financial activities,0.499999994,1.26187938532949,0.880939689664747,96
27,Information,0.499999994,1.37071929837656,0.935359646188282,18
27,Leisure & hospitality,0.49999999399999995,2.02375877665899,1.26187938532949,59
27,Manufacturing,0.49999999400000006,1.2255994143138,0.862799704156902,156
27,Mining,0.4698256246531875,0.8507653203179343,0.6602954724855609,1
27,Other services,0.49999999399999995,1.82500763109477,1.16250381254739,38
27,Professional services,0.499999994,1.05409412278509,0.767326122220875,93
27,Public administration,0.481872435541731,0.872579815710702,0.677226125626216,30
27,Transportation & utilities,0.499999994,1.26187938532949,0.880939689664747,48
27,Wholesale & retail trade,0.499999994,1.48307017636064,0.991535085180318,125
28,Agriculture & forestry,0.341031727547488,1.21175103192405,0.7763913797357691,19
28,Construction,0.298402761604052,1.06028215293354,0.679342457268798,75
28,Educational & health services,0.397870348805402,1.41370953724473,0.905789943025064,302
28,Financial activities,0.385035821424583,1.36810600378522,0.876570912604901,67
28,Information,0.477444418566483,1.69645144469367,1.08694793163008,16
28,Leisure & hospitality,0.499999994,1.88523525096272,1.19261762248136,73
28,Manufacturing,0.36890451297204196,1.31078837587938,0.839846444425712,161
28,Mining,0.165779312002251,0.589045640518636,0.377412476260443,17
28,Other services,0.468082763300473,1.66318769087615,1.06563522708831,29
28,Professional services,0.397870348805402,1.41370953724473,0.905789943025064,76
28,Public administration,0.4262896594343589,1.51468878990506,0.9704892246697121,66
28,Transportation & utilities,0.306054114465694,1.08746887480364,0.696761494634665,79
28,Wholesale & retail trade,0.49999999400000006,1.82500763109477,1.16250381254739,111
29,Agriculture & forestry,0.514511776354201,1.4792213570183264,0.9968665666862635,11
29,Construction,0.40633567537573,1.16821506670522,0.787275371040477,69
29,Educational & health services,0.52,1.53583918843932,1.02791959421966,241
29,Financial activities,0.325068540300584,0.934572053364179,0.629820296832381,76
29,Information,0.3646602214910395,1.0483981367867388,0.7065291791388891,10
29,Leisure & hospitality,0.52,1.78979898554916,1.1548994927745797,64
29,Manufacturing,0.40633567537573,1.16821506670522,0.787275371040477,110
29,Mining,0.3869863575006951,1.1125857778144983,0.7497860676575967,1
29,Other services,0.52,2.04375878265899,1.28187939132949,22
29,Professional services,0.48,1.48344770375266,0.9997147568767961,104
29,Public administration,0.386986357500695,1.1125857778145,0.749786067657597,50
29,Transportation & utilities,0.4,1.16821506670522,0.787275371040477,71
29,Wholesale & retail trade,0.52,1.53583918843932,1.02791959421966,118
30,Agriculture & forestry,0.52,1.41632869568176,0.968164347840878,42
30,Construction,0.52,1.26329696715073,0.889545802690093,89
30,Educational & health services,0.52,1.53583918843932,1.00815190971544,286
30,Financial activities,0.52,1.3907193043765598,0.9553596521882819,68
30,Information,0.509766574562279,1.44349017130848,0.932782791139506,18
30,Leisure & hospitality,0.52,1.73900702612719,1.12950351306359,102
30,Manufacturing,0.52,1.60217655436606,1.04362844764914,62
30,Mining,0.412311200013608,0.8604755478544865,0.6363933739340474,13
30,Other services,0.52,1.67863740807028,1.04543406298586,59
30,Professional services,0.52,1.6083991304707,1.06419956523535,96
30,Public administration,0.52,1.18250381854739,0.851251909273693,77
30,Transportation & utilities,0.52,1.18250381854739,0.851251909273693,51
30,Wholesale & retail trade,0.52,1.6487102093770298,1.06893987328956,163
31,Agriculture & forestry,0.487372416217755,1.1519711656056,0.819671790911678,22
31,Construction,0.499999994,1.26187938532949,0.880939689664747,58
31,Educational & health services,0.499999994,1.48945374897337,0.9947268714866839,206
31,Financial activities,0.499999994,1.26187938532949,0.880939689664747,79
31,Information,0.499999994,1.67212213450691,1.08606106425346,15
31,Leisure & hospitality,0.499999994,1.72308396670287,1.11154198035143,61
31,Manufacturing,0.499999994,1.3465326510327698,0.923266322516385,95
31,Other services,0.499999994,1.51583918243932,1.00791958821966,40
31,Professional services,0.499999994,1.51583918243932,1.00791958821966,75
31,Public administration,0.499999994,1.1987475441715,0.849373769085749,47
31,Transportation & utilities,0.465592961368024,1.1004924541426,0.783042707755313,50
31,Wholesale & retail trade,0.499999994,1.5508681199717098,1.02543405698586,112
32,Agriculture & forestry,0.52,2.043758782658987,1.2818793913294935,1
32,Construction,0.52,1.28187939132949,0.900939695664747,81
32,Educational & health services,0.52,1.39071930437656,0.955359652188282,174
32,Financial activities,0.52,1.21769175030173,0.868845875150867,59
32,Information,0.52,1.5358391884393243,1.0279195942196622,22
32,Leisure & hospitality,0.52,1.39071930437656,0.955359652188282,170
32,Manufacturing,0.52,1.41632869568176,0.9681643478408781,35
32,Mining,0.280252105516496,0.638783583789199,0.45951784465284706,10
32,Other services,0.52,1.53583918843932,1.02791959421966,44
32,Professional services,0.52,1.39071930437656,0.955359652188282,90
32,Public administration,0.470407365104703,1.07220783218961,0.771307598647157,54
32,Transportation & utilities,0.52,1.2818793913294901,0.9009396956647471,57
32,Wholesale & retail trade,0.52,1.5358391884393199,1.02791959421966,119
33,Agriculture & forestry,0.2891755556423944,0.6955112310181242,0.4923433933302593,2
33,Construction,0.44,1.34479603828604,0.892398019143019,68
33,Educational & health services,0.45,1.50490992645622,0.977222647732335,235
33,Financial activities,0.38728869059249194,0.931488255827845,0.659388473210169,67
33,Information,0.52,1.39071930437656,0.955359652188282,24
33,Leisure & hospitality,0.52,1.77896722412578,1.12950351306359,67
33,Manufacturing,0.451836805691241,1.15918538503021,0.820572322217099,148
33,Mining,0.361469444552993,0.8693890387726553,0.6154292416628242,1
33,Other services,0.52,1.47676845042243,0.988384225211214,33
33,Professional services,0.39433030314872,1.08673629846582,0.738515089995389,112
33,Public administration,0.46,1.24198434110379,0.879184630946892,37
33,Transportation & utilities,0.46145035474850205,1.26329696715073,0.8916484835753631,41
33,Wholesale & retail trade,0.49,1.43517044003543,0.961669212364924,131
34,Construction,0.6,1.20947913389824,0.904739566949119,61
34,Educational & health services,0.6,1.47909160538018,1.03954580269009,373
34,Financial activities,0.556421096533178,1.02465764340542,0.790539369969298,147
34,Information,0.40238518964291,0.740998252456018,0.571691721049464,43
34,Leisure & hospitality,0.6,1.65086812597172,1.12543406298586,83
34,Manufacturing,0.6,1.16435510468851,0.882177552344257,106
34,Mining,0.3017888922321827,0.5557486893420138,0.4287687907870983,1
34,Other services,0.6,1.61583918843932,1.10791959421966,53
34,Professional services,0.6,1.20950351306359,0.904751756531798,173
34,Public administration,0.6,1.24840799262085,0.924203996310423,61
34,Transportation & utilities,0.6,1.20950351306359,0.904751756531798,92
34,Wholesale & retail trade,0.6,1.61583918843932,1.10791959421966,155
35,Agriculture & forestry,0.425728968973208,0.9798230717582939,0.7027760203657508,13
35,Construction,0.534999998,1.40571930237656,0.970359650188282,58
35,Educational & health services,0.534999998,1.55083918643932,1.04291959221966,284
35,Financial activities,0.534999998,1.40571930237656,0.970359650188282,62
35,Information,0.534999998,1.3815326550327705,0.9582663265163852,12
35,Leisure & hospitality,0.534999998,1.83719098433422,1.18609549116711,101
35,Manufacturing,0.534999998,1.38153265503277,0.958266326516385,40
35,Mining,0.534999998,1.7540070241271901,1.14450351106359,27
35,Other services,0.534999998,1.86000763509477,1.19750381654739,41
35,Professional services,0.534999998,1.40571930237656,0.970359650188282,103
35,Public administration,0.534999998,1.36674605840338,0.950873028201689,113
35,Transportation & utilities,0.534999998,1.29687938932949,0.915939693664747,79
35,Wholesale & retail trade,0.534999998,1.6637102073770302,1.09935510268851,154
36,Agriculture & forestry,0.49999999400000006,1.37071929837656,0.935359646188282,9
36,Construction,0.49999999400000006,1.15872331349636,0.829361653748181,145
36,Educational & health services,0.499999994,1.37071929837656,0.935359646188282,798
36,Financial activities,0.499999994,1.10950350706359,0.804751750531797,224
36,Information,0.358030035645748,0.784256268557353,0.57114315210155,61
36,Leisure & hospitality,0.499999994,1.55086811997171,1.02543405698586,207
36,Manufacturing,0.49999999400000006,1.26029543649097,0.880147715245485,154
36,Mining,0.06399786887167745,0.1401858080046268,0.10209183843815213,1
36,Other services,0.499999994,1.37074417678179,0.935372085390893,85
36,Professional services,0.499999994,1.10950350706359,0.804751750531797,341
36,Public administration,0.492291299012903,1.07835236926636,0.785321834139632,141
36,Transportation & utilities,0.499999994,1.22900278870552,0.864501391352759,173
36,Wholesale & retail trade,0.49999999400000006,1.48307017636064,0.991535085180318,251
37,Agriculture & forestry,0.442307687,1.30411787705048,0.892291179034542,15
